company,domain,hubspot_company_id,in_hubspot,composite,tier,sites,city_state,nearest_primo,domain_source
Texas Distribution Center,,,no,65.07,C,2,"Lancaster, TX",US PL Dallas 2 Factory,
Southwest Foods / Brookshire's Distribution Center,,,no,65.07,C,1,"Tyler, TX",US PL Hawkins Factory,
MaxWarehouse,,,no,65.07,C,1,"Sacramento, CA",US PL Sacramento Factory,
Happy Homes Distribution Center,,,no,65.07,C,1,"Missouri City, TX",US PL S Houston Factory,
Elite Fulfillment Center,,,no,65.07,C,1,"Allentown, PA",US DC NFI - Breinigsville,
Cross-docking service SM Express Inc,serviceexpress.com,,no,65.07,C,1,"West Sacramento, CA",US PL Sacramento Factory,parent_facility:medium
Saratoga Dry Aged Cuts,,,no,65.07,C,1,"Ballston Lake, NY",US PL Saratoga Spring Factory,
Hiland Dairy Ice Cream,icfc.es,,no,65.07,C,1,"Tyler, TX",US PL Hawkins Factory,parent_facility:medium
Freight Systems,freightsystems.com,,no,65.07,C,1,"Aurora, CO",US PL Denver Factory,company_exact:high
CoolBox Inc,,,no,64.99,D,1,"Houston, TX",US PL S Houston Factory,
WhiteStar Logistics,,,no,64.94,C,1,"Houston, TX",US PL S Houston Factory,
Fulfillment-Box,,,no,64.94,C,4,"Fontana, CA",US PL Ontario Factory,
Real American Logistics,,,no,64.94,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
Trader Joe’s Co Warehouse,traderjoes.com,54771885940,yes,64.94,C,2,"Irving, TX",US PL Dallas 2 Factory,package
NORTHERN SAFETY LA PORTE DISTRIBUTION CENTER,,,no,64.94,C,1,"La Porte, TX",US PL Pasadena Factory,
Little Apple Meat & Produce Corp,,,no,64.94,C,1,"Allentown, PA",US DC NFI - Breinigsville,
Dead River Terminal,,,no,64.93,D,1,"Auburn, ME",US PL Poland Spring Factory,
AAA Cooper Transportation,aaacooper.com,45009407888,yes,64.93,C,4,"Ontario, CA",US PL Ontario Factory,package
Prime Now HUB,,,no,64.93,D,1,"Sacramento, CA",US PL Sacramento Factory,
RISE Commercial District,,,no,64.93,D,1,"Greenwood, IN",US PL Greenwood Indiana,
Santa Fe Dehumidifiers,,,no,64.93,D,1,"Madison, WI",US PL Madison Factory,
Pineland Farms,,,no,64.89,C,1,"New Gloucester, ME",US PL Poland Spring Factory,
Westbrook Manufacturing,,,no,64.85,C,2,"Houston, TX",US PL S Houston Factory,
"Rylind Manufacturing, Inc",,,no,64.85,C,1,"Golden, CO",US PL Denver Factory,
CJ Logistics,cjlogisticsamerica.com,54415134541,yes,64.81,C,1,"Fontana, CA",US PL Ontario Factory,package
Indiana Warehouse,,,no,64.81,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
Total Logistics Provider Inc,,,no,64.81,C,1,"Ballston Lake, NY",US PL Saratoga Spring Factory,
Arriba Foods Packaging Plant,,,no,64.81,C,1,"Houston, TX",US PL S Houston Factory,
Romark Logistics,romarklogistics.com,,no,64.81,C,3,"Lancaster, TX",US PL Dallas 2 Factory,company_exact:high
LoneStar Cold Storage,,,no,64.81,C,1,"Irving, TX",US PL Dallas 2 Factory,
Crossdocks Pro,,,no,64.81,C,1,"Fontana, CA",US PL Ontario Factory,
The Schwan Food Company,,,no,64.81,C,1,"Pasadena, TX",US PL S Houston Factory,
Triple H Food Processors LLC,,,no,64.81,C,1,"Riverside, CA",US PL Ontario Factory,
C & L Foods Inc,,,no,64.81,C,1,"Dallas, TX",US PL Dallas 2 Factory,
Creative Specialty Food Solutions,thespecialtygroup.com,,no,64.81,C,1,"Houston, TX",US PL S Houston Factory,parent_facility:medium
Morr-Is-Stored,,,no,64.77,D,1,"Saratoga Springs, NY",US PL Saratoga Spring Factory,
R C Moore Inc,rcmoore.com,45135318372,yes,64.77,D,2,"Poland, ME",US PL Poland Spring Factory,package
"Perry Transport, inc.",,,no,64.77,D,1,"Poland, ME",US PL Poland Spring Factory,
Port Priority West,,,no,64.77,D,1,"Jurupa Valley, CA",US PL Ontario Factory,
Total Transit LLC,,,no,64.77,D,1,"Denver, CO",US PL Denver Factory,
Würth Industry,wurthindustry.com,54784515211,yes,64.77,D,1,"Greenwood, IN",US PL Greenwood Indiana,package
Delve,,,no,64.77,D,1,"Madison, WI",US PL Madison Factory,
Halvico Technologies Staffing,,,no,64.77,D,1,"Madison, WI",US PL Madison Factory,
MS Trucking & Fleet Services,,,no,64.71,C,1,"Dallas, TX",US PL Dallas 2 Factory,
R & L Carriers Inc,rlcarriers.com,45063852085,yes,64.69,A,1,"Dade City, FL",US PL Zephyrhills Factory,package
Timeline Logistics - Houston,,,no,64.67,C,1,"Houston, TX",US PL S Houston Factory,
Materials Warehouse,,,no,64.67,C,1,"Dallas, TX",US PL Dallas 2 Factory,
Absolute Logistics LLC,absolutelogistics.com,,no,64.67,C,2,"Greenwood Village, CO",US PL Denver Factory,company_exact:high
Stereo Warehouse,,,no,64.67,C,1,"Aurora, CO",US PL Denver Factory,
B & B Warehouse,,,no,64.67,C,1,"Deer Park, TX",US PL Pasadena Factory,
RDR LOGISTICS LLC,,,no,64.67,C,1,"Sacramento, CA",US PL Sacramento Factory,
The Warehouse Rentals and Supplies,,,no,64.67,C,1,"Pasadena, TX",US PL Pasadena Factory,
Green Valley Food Corporation,valleygreenusa.com,,no,64.67,C,1,"Dallas, TX",US PL Dallas 2 Factory,parent_facility:medium
Global Food Concepts Inc,foodconceptsplc.com,,no,64.67,C,2,"Middleton, WI",US PL Madison Factory,parent_facility:medium
California League of Food Producers,,,no,64.67,C,1,"Gold River, CA",US PL Sacramento Factory,
One World Direct,,,no,64.6,D,1,"Ontario, CA",US PL Ontario Factory,
New-Indy Ontario LLC,,,no,64.6,D,1,"Ontario, CA",US PL Ontario Factory,
TAS Energy - Cullen,,,no,64.6,D,1,"Houston, TX",US PL S Houston Factory,
Minsley Inc,,,no,64.6,D,1,"Ontario, CA",US PL Ontario Factory,
CMC Converting,,,no,64.6,D,1,"Rancho Cucamonga, CA",US PL Ontario Factory,
Fastener Manufacturing Company,,,no,64.57,C,1,"Houston, TX",US PL S Houston Factory,
Safeway Truck Lines LLC,,,no,64.57,C,1,"Grand Prairie, TX",US PL Dallas 2 Factory,
Buske Logistics,buske.com,,no,64.54,C,4,"Houston, TX",US PL S Houston Factory,company_exact:high
Priority One Logistics,priority-one.com,,no,64.54,C,1,"Houston, TX",US PL S Houston Factory,company_fuzzy:medium
Bertrand's Inc/Chef's Warehouse,,,no,64.54,C,1,"Dallas, TX",US PL Dallas 2 Factory,
CD Warehouse Records & Tapes,,,no,64.54,C,1,"Arlington, TX",US PL Dallas 2 Factory,
Yolo County Children's Alliance - Food Distribution Center,,,no,64.54,C,1,"West Sacramento, CA",US PL Sacramento Factory,
Franklin Logistics Center,,,no,64.54,C,1,"Franklin, IN",US PL Greenwood Indiana,
El Venado Foods,,,no,64.54,C,1,"Houston, TX",US PL S Houston Factory,
McCARTY TRUCK PARK,,,no,64.54,C,1,"Houston, TX",US PL S Houston Factory,
Rockdale Manufacturing LLC,,,no,64.5,C,1,"Hot Springs, AR",US PL Hot Springs 2 Factory,
"RIST Transport, Ltd.",,,no,64.44,D,1,"Allentown, PA",US DC NFI - Breinigsville,
Denver Central Fill,,,no,64.44,D,1,"Denver, CO",US PL Denver Factory,
L & E Engineering LLC,,,no,64.44,D,1,"Greenwood, IN",US PL Greenwood Indiana,
Jayco Manufacturing,,,no,64.43,C,1,"Grand Prairie, TX",US PL Dallas 2 Factory,
Lonestar Truck Group Tyler,,,no,64.43,C,1,"Tyler, TX",US PL Hawkins Factory,
"Paramount Industrial, Inc.",,,no,64.43,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
Packaging Suppliers of America,,,no,64.41,D,1,"Denver, CO",US PL Denver Factory,
West Warehouse,,,no,64.41,C,4,"Deer Park, TX 77536, USA",US PL Pasadena Factory,
Warehouse & cross docking,,,no,64.41,C,1,"Sacramento, CA",US PL Sacramento Factory,
"T Force Freight Houston, TX Terminal",freightforce.com,,no,64.41,C,1,"Houston, TX",US PL S Houston Factory,parent_facility:medium
R P Foods,,,no,64.41,C,1,"Dallas, TX",US PL Dallas 2 Factory,
Baldwin Richardson Foods Co,,,no,64.41,C,1,"Corona, CA",US PL Ontario Factory,
Heritage Foods,heritagefresh.in,,no,64.41,C,1,"Riverside, CA",US PL Ontario Factory,company_fuzzy:medium
"Trans-Border Global Freight Systems, Inc.",tbgfs.com,,no,64.41,C,1,"Round Lake, NY",US PL Saratoga Spring Factory,company_exact:high
Allentown Freight Station Historic Site - Lehigh Valley Railroad,,,no,64.41,C,1,"Allentown, PA 18102, USA",US DC NFI - Breinigsville,
Smurfit Westrock Longview,westrockcoffee.com,54720622756,yes,64.38,A,1,"Longview, TX",US PL Hawkins Factory,package
Weyerhaeuser Distribution Center,weyerhaeuser.com,54771960430,yes,64.35,A,1,"Easton, PA",US DC NFI - Breinigsville,package
McCoy Trucking and Excavating,,,no,64.34,C,1,"Waterboro, ME",US PL Hollis Factory,
Carpenter Southeastern Warehouse,,,no,64.33,C,1,"McBee, SC",US PL McBee Factory,
Tony's Fine Foods,,,no,64.32,C,1,"West Sacramento, CA",US PL Sacramento Factory,
Cart.com Longview Fulfillment Center,cart.com,,no,64.31,A,1,"Longview, TX",US PL Hawkins Factory,parent_facility:medium
Coca-Cola Downey,coca-colacompany.com,,no,64.31,A,1,"Downey, CA",US PL Ontario Factory,package
Pomona Packing Plant,,,no,64.29,C,2,"Pomona, CA",US PL Ontario Factory,
JWP Manufacturing,,,no,64.29,C,1,"Rancho Cordova, CA",US PL Sacramento Factory,
World Trade Distribution - Container Freight Station,wtcfs.com,,no,64.28,C,1,"Houston, TX",US PL S Houston Factory,parent_facility:medium
Titan Cold Storage,titanmaterials.com,54757284213,yes,64.28,C,2,"Dallas, TX",US PL Dallas 2 Factory,package
JD Martin Houston Distribution Center,,,no,64.28,C,1,"Houston, TX",US PL S Houston Factory,
CORT Furniture Rental - Warehouse,,,no,64.28,C,1,"Aurora, CO",US PL Denver Factory,
Parsel Ecommerce Fulfillment Solutions,,,no,64.28,C,1,"Pasadena, TX",US PL Pasadena Factory,
Middleton Warehouse,,,no,64.28,C,1,"Middleton, WI",US PL Madison Factory,
Ace Distribution center,,,no,64.28,C,2,"Aurora, CO",US PL Denver Factory,
AIRPORT DISTRIBUTION CENTER,allianceground.com,54734689080,yes,64.28,C,1,"Aurora, CO",US PL Denver Factory,package
PLS Logistics Services,plslogistics.com,,no,64.28,C,2,"Dallas, TX",US PL Dallas 2 Factory,company_exact:high
"Blue Line Foodservice Distribution, Inc./Little Caesars Distribution Center",bluelinelogistics.com,,no,64.28,C,1,"Aurora, CO",US PL Denver Factory,parent_facility:medium
Crossdock Pro,,,no,64.28,C,1,"Houston, TX",US PL S Houston Factory,
IdleAir,,,no,64.28,C,1,"Dallas, TX",US PL Dallas 2 Factory,
Harbor Autostop,,,no,64.28,C,1,"West Sacramento, CA",US PL Sacramento Factory,
Sunneen Health Foods,,,no,64.28,C,1,"Allentown, PA",US DC NFI - Breinigsville,
Shinmei FOODS USA Corporation,,,no,64.28,C,1,"West Sacramento, CA",US PL Sacramento Factory,
Nichirei Sacramento Foods,,,no,64.28,C,1,"West Sacramento, CA",US PL Sacramento Factory,
"Vessey, Inc.",,,no,64.28,C,1,"Middleton, WI",US PL Madison Factory,
Refresco Beverages,,,no,64.28,C,5,"Fort Worth, TX",US PL Dallas 2 Factory,
Logistic Pro Movers,,,no,64.27,D,1,"Denver, CO",US PL Denver Factory,
CORE X ALLIANCE,,,no,64.27,D,2,"Ontario, CA",US PL Ontario Factory,
Moving Forward Transit,,,no,64.27,D,1,"West Poland, ME",US PL Poland Spring Factory,
Cold Is Cool Refrigeration,,,no,64.27,D,1,"Sacramento, CA",US PL Sacramento Factory,
"El Recycling, llc",,,no,64.27,D,1,"Dallas, TX",US PL Dallas 2 Factory,
KLA Corporation,kla.com,,no,64.27,D,1,"Allentown, PA",US DC NFI - Breinigsville,company_exact:high
Downey Coca-Cola Vending,coca-colacompany.com,,no,64.25,A,1,"Downey, CA",US PL Ontario Factory,package
Worldwide Logistics Inc,worldwide-logistics.com,,no,64.15,C,1,"Houston, TX",US PL S Houston Factory,company_exact:high
Manna Food Bank - Food Distribution Center,,,no,64.15,C,1,"Sacramento, CA",US PL Sacramento Factory,
Octopi Warehouse,,,no,64.15,C,2,"Windsor, WI",US PL Madison Factory,
Next Generation Foods,nextgeneration.com,,no,64.15,C,1,"West Sacramento, CA",US PL Sacramento Factory,parent_facility:medium
Daylight Packing,,,no,64.15,C,1,"West Sacramento, CA",US PL Sacramento Factory,
QCD,,,no,64.11,D,1,"Greenwood, IN",US PL Greenwood Indiana,
Central Warehousing,,,no,64.11,D,1,"Denver, CO",US PL Denver Factory,
Blue Eagle Warehousing,,,no,64.11,D,1,"Allentown, PA",US DC NFI - Breinigsville,
Eggs Plus Farm,,,no,64.11,D,1,"Dayton, ME",US PL Hollis Factory,
INEOS Marina View,,,no,64.11,D,1,"League City, TX",US PL Pasadena Factory,
RaceTrac,racetrac.com,54774194333,yes,64.1,A,9,"Longview, TX",US PL Hawkins Factory,package
South Carolina Association Of Hsa - Food Distribution Center,,,no,64.03,C,1,"Hartsville, SC 29550, USA",US PL McBee Factory,
Lauck Manufacturing,,,no,64.02,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
Indianapolis Industrial Center,,,no,64.02,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
Adams Warehouse,,,no,64.02,C,2,"Houston, TX",US PL S Houston Factory,
Nissan Warehouse,,,no,64.02,C,1,"Sacramento, CA",US PL Sacramento Factory,
Warehouse for grocery,,,no,64.02,C,1,"Sacramento, CA",US PL Sacramento Factory,
D C Logistics,,,no,64.02,C,1,"Aurora, CO",US PL Denver Factory,
Galaxy Mart,,,no,64.02,C,1,"Dallas, TX",US PL Dallas 2 Factory,
Irving Oil,irvingoil.com,54773425257,yes,64.01,D,2,"Auburn, ME",US PL Poland Spring Factory,package
Vacationland Moving,,,no,63.94,D,1,"Poland, ME",US PL Poland Spring Factory,
Kenneth W Stone Inc,,,no,63.94,D,1,"Hollis, ME",US PL Hollis Factory,
Byer of Maine,,,no,63.94,D,1,"Poland, ME",US PL Poland Spring Factory,
Trucker's Paradise,,,no,63.94,C,1,"Houston, TX",US PL S Houston Factory,
White Arrow Logistics Inc,whitearrow.com,,no,63.89,C,1,"Sacramento, CA",US PL Sacramento Factory,company_core:high
Vail Warehouse,,,no,63.89,C,1,"Aurora, CO",US PL Denver Factory,
Discount Home Warehouse,,,no,63.89,C,1,"Dallas, TX",US PL Dallas 2 Factory,
Purpose and Legacy - Food Distribution Center,,,no,63.89,C,1,"Sacramento, CA",US PL Sacramento Factory,
Udi's Granola Manufacturing site,,,no,63.89,C,1,"Aurora, CO",US PL Denver Factory,
Shorewood Hills United Methodist Chuch - Food Distribution Center,,,no,63.89,C,1,"Malvern, AR",US DC Hot Springs (WHSE),
AIT Worldwide Logistics,aitworldwide.com,,no,63.89,C,2,"Sacramento, CA",US PL Sacramento Factory,company_exact:high
NGVC Distribution Center,,,no,63.89,C,1,"Golden, CO",US PL Denver Factory,
"Trinity Logistics | Fort Worth, TX",,,no,63.89,C,1,"Fort Worth, TX",US PL Dallas 2 Factory,
Echo Global Logistics - Sacramento,echo.com,55554515600,yes,63.89,C,1,"Sacramento, CA",US PL Sacramento Factory,package
Paradise Rich LLC,,,no,63.89,C,1,"Sacramento, CA",US PL Sacramento Factory,
Springboard Manufacturing,,,no,63.88,C,1,"Rancho Cordova, CA",US PL Sacramento Factory,
"Truck Works, Inc.",,,no,63.87,C,1,"Banning, CA",US PL Cabazon Factory,
Central Access Storage,,,no,63.78,D,1,"Hot Springs, AR",US DC Hot Springs (WHSE),
KYB Americas Corporation,,,no,63.78,D,1,"Greenwood, IN",US PL Greenwood Indiana,
Cote Crane & Rigging,,,no,63.78,D,1,"Auburn, ME",US PL Poland Spring Factory,
Ontario FK Cross Dock,,,no,63.78,D,1,"Ontario, CA",US PL Ontario Factory,
FFE Transportation Services,ffeinc.com,54754696837,yes,63.78,D,1,"Ontario, CA",US PL Ontario Factory,package
Kllm Transportation,,,no,63.78,D,1,"Ontario, CA",US PL Ontario Factory,
Wakunaga of America Co Ltd,,,no,63.78,D,1,"Jurupa Valley, CA",US PL Ontario Factory,
Lao Thai Nam Corporation,,,no,63.78,D,1,"Dallas, TX",US PL Dallas 2 Factory,
"Logistics Group International, Inc.",cjlogisticsamerica.com,54415134541,yes,63.76,C,1,"Houston, TX",US PL S Houston Factory,package
Roper Apparel Warehouse,,,no,63.76,C,1,"Aurora, CO",US PL Denver Factory,
"Distribution Alternatives, Inc. - Los Angeles Warehouse",,,no,63.76,C,1,"Bloomington, CA",US PL Ontario Factory,
H & N Logistics Llc,,,no,63.76,C,1,"Madison, WI",US PL Madison Factory,
"Barsan Global Logistics, INC",barsan.com,,no,63.76,C,1,"La Porte, TX",US PL Pasadena Factory,company_exact:high
ACD Distribution,,,no,63.76,C,1,"Middleton, WI",US PL Madison Factory,
Andrew's Logistics,,,no,63.76,C,1,"La Porte, TX",US PL Pasadena Factory,
Devine Intermodel trucks parking,,,no,63.76,C,1,"West Sacramento, CA",US PL Sacramento Factory,
Sunrise Manufacturing Inc.,,,no,63.75,C,1,"Rancho Cordova, CA",US PL Sacramento Factory,
Sysco East Texas - Food Distributor & Restaurant Supplies,sysco.com,,no,63.7,A,1,"Longview, TX",US PL Hawkins Factory,curated:
King Soopers City Market Distribution Center,kingsoopers.com,54755953763,yes,63.69,C,1,"Aurora, CO",US PL Denver Factory,package
A N Webber Inc,anwebber.com,,no,63.63,D,1,"McBee, SC",US PL McBee Factory,company_exact:high
Markette,,,no,63.63,C,2,"McBee, SC",US PL McBee Factory,
Kingfield Quadrunners,,,no,63.63,D,1,"Kingfield, ME 04947, USA",US PL Kingfield Factory,
"First Call Logistics, LLC",gofclogistics.com,45146506264,yes,63.63,C,2,"Irving, TX",US PL Dallas 2 Factory,package
Bogle Vineyards Distribution Warehouse,,,no,63.63,C,1,"West Sacramento, CA",US PL Sacramento Factory,
Interglobo Logistics NA,,,no,63.63,C,1,"Deer Park, TX",US PL Pasadena Factory,
MyLogisticsDept,,,no,63.63,C,1,"West Sacramento, CA",US PL Sacramento Factory,
imperial logistics llc,,,no,63.63,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
Dallas Logistics Hub,,,no,63.63,C,1,"Dallas, TX",US PL Dallas 2 Factory,
Highland Logistics,,,no,63.63,C,1,"West Sacramento, CA",US PL Sacramento Factory,
"Gramatur ( truck and trailer repair, roadside service, cross-dock) Towing",,,no,63.63,C,1,"Sacramento, CA",US PL Sacramento Factory,
Wm. H. Buckley Farm,,,no,63.63,C,1,"Ballston Lake, NY",US PL Saratoga Spring Factory,
Chungs Gourmet Foods,,,no,63.63,C,1,"Houston, TX",US PL S Houston Factory,
Hartt Transportation Systems Inc.,hartt-trans.com,45004451120,yes,63.62,D,1,"Auburn, ME",US PL Poland Spring Factory,package
Aerix Industries,,,no,63.62,D,1,"Allentown, PA",US DC NFI - Breinigsville,
Smooth-On,,,no,63.62,D,1,"Macungie, PA",US DC NFI - Breinigsville,
BlueScope Coated Products,,,no,63.62,D,1,"Rancho Cucamonga, CA",US PL Ontario Factory,
Silgan Plastics Corp.,silganplastics.com,9355799954,yes,63.62,D,1,"Houston, TX",US PL S Houston Factory,package
Love's Truck Care,,,no,63.61,C,4,"Houston, TX",US PL S Houston Factory,
Express Container Services,,,no,63.61,C,1,"Houston, TX",US PL S Houston Factory,
Tom Thumb/Randalls/Albertsons Distribution Center,albertsons.com,45135164268,yes,63.59,A,1,"Roanoke, TX",US PL Dallas 2 Factory,package
Amazon Fullfillment Center DFW7,amazon.com,8981959027,yes,63.57,A,1,"Fort Worth, TX",US PL Dallas 2 Factory,package
Nor-Cal Beverage Co,ncbev.com,,no,63.5,C,2,"West Sacramento, CA",US PL Sacramento Factory,company_exact:high
Derby Logistics - Warehousing,,,no,63.5,C,1,"Houston, TX",US PL S Houston Factory,
Men's Warehouse Distribution Center,,,no,63.5,C,1,"Houston, TX",US PL S Houston Factory,
The American Bottling Company,keurigdrpepper.com,,no,63.5,C,1,"Irving, TX",US PL Dallas 2 Factory,curated:KDP subsidiary
Houston Fulfillment and Warehousing,,,no,63.5,C,1,"Houston, TX",US PL S Houston Factory,
Greatwide Logistics Services,,,no,63.5,C,1,"Houston, TX",US PL S Houston Factory,
Midwest Logistics Systems,midwestfinishingsystems.com,,no,63.5,C,3,"Tyler, TX",US PL Hawkins Factory,company_fuzzy:medium
Joe's Junction,,,no,63.5,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
The Cavity Factory,,,no,63.5,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
LA CAMPERA TORTILLA FACTORY,,,no,63.5,C,1,"Houston, TX",US PL S Houston Factory,
Denver Food Trailers,,,no,63.5,C,1,"Northglenn, CO",US PL Denver Factory,
ABI Crossdock,,,no,63.5,C,1,"Houston, TX",US PL S Houston Factory,
Mohawk Travel Plaza - Eastbound,themohawkbrand.com,,no,63.5,A,1,"Amsterdam, NY",US PL Saratoga Spring Factory,parent_facility:medium
Amazon FTW3 / FTW4,amazon.com,8981959027,yes,63.5,A,1,"Fort Worth, TX",US PL Dallas 2 Factory,package
ShipSage,,,no,63.46,D,1,"Allentown, PA",US DC NFI - Breinigsville,
"Sigma Supply of North America (Hot Springs), Proudly Part of BradyPLUS",,,no,63.46,D,1,"Hot Springs, AR",US DC Hot Springs (WHSE),
Penwal Industries Inc,,,no,63.46,D,1,"Rancho Cucamonga, CA",US PL Ontario Factory,
4 Bros liquor #7,,,no,63.45,D,1,"Cabazon, CA",US PL Cabazon Factory,
Ross Stores Distribution Center,rossstores.com,54772627856,yes,63.39,A,3,"Moreno Valley, CA",US PL Ontario Factory,package
Men's Wearhouse,menswearhouse.com,54774254750,yes,63.38,D,5,"Madison, WI",US PL Madison Factory,package
Supernova Furniture Distribution Center,,,no,63.37,C,1,"Houston, TX",US PL S Houston Factory,
Conn's Warehouse #144,,,no,63.37,C,1,"Aurora, CO",US PL Denver Factory,
Mighty Movers Logistics,,,no,63.37,C,1,"Houston, TX",US PL S Houston Factory,
Merchandise Warehouse Co. Inc.,,,no,63.37,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
Acts Intl Warehouse & Distribution Services,,,no,63.37,C,1,"Houston, TX",US PL S Houston Factory,
EDD Warehouse,,,no,63.37,C,1,"West Sacramento, CA",US PL Sacramento Factory,
Starwest Botanicals Warehouse,,,no,63.37,C,1,"Sacramento, CA",US PL Sacramento Factory,
Cho -Han Logistics,,,no,63.37,C,1,"Sacramento, CA",US PL Sacramento Factory,
Xpedient Logistics,xpedient.com,,no,63.37,C,1,"Dallas, TX",US PL Dallas 2 Factory,company_exact:high
"ADUSA Distribution, LLC",,,no,63.37,C,3,"Saco, ME",US PL Hollis Factory,
24/7 Crossdock,,,no,63.37,A,7,"West Sacramento, CA",US PL Sacramento Factory,
"Helena Agri-Enterprises, LLC",helenaagri.com,54726267203,yes,63.37,C,1,"Alachua, FL",US PL High Springs Factory,package
United Supermarkets/Albertsons Distribution Center,albertsons.com,,no,63.36,A,1,"Roanoke, TX",US PL Dallas 2 Factory,curated:
Aspen Electronics Manufacturing Inc.,,,no,63.34,C,1,"Westminster, CO",US PL Denver Factory,
Walton Engineering & Manufacturing Co.,,,no,63.34,C,1,"Rancho Cordova, CA",US PL Sacramento Factory,
World Harbors,,,no,63.3,D,1,"Auburn, ME",US PL Poland Spring Factory,
Vertical Cold Storage,,,no,63.24,C,6,"Indianapolis, IN",US PL Greenwood Indiana,
BLUETRITON BOTTLING,,,no,63.24,C,1,"Pasadena, TX",US PL Pasadena Factory,
MillerCoors Bottling,millercoors.com,54431492386,yes,63.24,C,1,"Golden, CO",US PL Denver Factory,package
Tailored Adhesives - Plant 4,,,no,63.21,C,2,"Tyler, TX",US PL Hawkins Factory,
Southwestern Manufacturing Co,,,no,63.21,C,1,"Dallas, TX",US PL Dallas 2 Factory,
Colorado Industrial Packaging,,,no,63.21,C,1,"Aurora, CO",US PL Denver Factory,
Amazon Fulfillment Center IND1,amazon.com,8981959027,yes,63.17,A,1,"Whitestown, IN",US PL Greenwood Indiana,package
Extra Storage Rancho Cucamonga,,,no,63.13,D,1,"Rancho Cucamonga, CA",US PL Ontario Factory,
Lock & Stor,,,no,63.13,D,1,"Hot Springs, AR",US DC Hot Springs (WHSE),
All Purpose Storage,,,no,63.13,D,4,"Hollis, ME",US PL Hollis Factory,
2ndChanceLogistix.1.com LLc,,,no,63.13,D,1,"Allentown, PA",US DC NFI - Breinigsville,
Eagle Industries Inc,,,no,63.13,D,1,"Hollis, ME",US PL Hollis Factory,
California Cold Logistics,,,no,63.12,C,2,"West Sacramento, CA",US PL Sacramento Factory,
SKU2U Fulfillment,,,no,63.12,C,1,"Fort Worth, TX",US PL Dallas 2 Factory,
Enclos UC Davis Warehouse,,,no,63.12,C,1,"West Sacramento, CA",US PL Sacramento Factory,
Great Notion - Cali Fulfillment Center,,,no,63.12,C,1,"Sacramento, CA",US PL Sacramento Factory,
L'oreal Warehouse,loreal.com,,no,63.12,C,1,"Dallas, TX",US PL Dallas 2 Factory,company_core:high
Prism Logistics,prismlogistics.com,,no,63.12,C,1,"West Sacramento, CA",US PL Sacramento Factory,company_exact:high
SEKO Logistics Sacramento,,,no,63.12,C,1,"West Sacramento, CA",US PL Sacramento Factory,
Pineland Farms Natural Meats,,,no,63.12,C,1,"New Gloucester, ME",US PL Poland Spring Factory,
"Miller Expedited Freight, Inc.",,,no,63.12,C,1,"Indianapolis, IN",US PL Greenwood Indiana,
Trachte Building Systems,trachte.com,,no,63.06,C,1,"Madison, WI",US PL Madison Factory,company_exact:high
"Baxter Packaging, LLC.",,,no,63.03,A,1,"Longview, TX",US PL Hawkins Factory,
Raley's Distribution Center,raleys.com,54772631459,yes,62.99,C,1,"Sacramento, CA",US PL Sacramento Factory,package
American Transport Logistics Llc,americatransportservices.com,,no,62.99,C,1,"Stafford, TX",US PL S Houston Factory,company_core:high
Freight Logistics,shipfli.com,,no,62.99,C,1,"Centennial, CO",US PL Denver Factory,company_exact:high
BCW Food Products,,,no,62.99,C,1,"Dallas, TX",US PL Dallas 2 Factory,
Frith Farm,,,no,62.99,C,1,"Scarborough, ME",US PL Hollis Factory,
Maine Needham Company,,,no,62.99,C,1,"Saco, ME",US PL Hollis Factory,
Pemberton's Gourmet Foods,,,no,62.99,C,1,"Gray, ME",US PL Poland Spring Factory,
Marten Transport,marten.com,45012514112,yes,62.97,D,2,"Jurupa Valley, CA",US PL Ontario Factory,package
Ambry Inc. DBA/Sharp Express,,,no,62.97,D,1,"Denver, CO",US PL Denver Factory,
Nellson Nutraceutical LLC,,,no,62.97,D,1,"Ontario, CA",US PL Ontario Factory,
Agren,,,no,62.97,D,1,"Auburn, ME",US PL Poland Spring Factory,
International Plant Services,tsinj.com,,no,62.94,C,1,"La Porte, TX",US PL Pasadena Factory,company_fuzzy:medium
PM Packaging (Corporate Office and Manufacturing Plant),,,no,62.94,C,1,"McClellan Park, CA",US PL Sacramento Factory,
Atlanta Bonded Warehouse,atlantabonded.com,49751997974,yes,62.86,C,1,"Dallas, TX",US PL Dallas 2 Factory,package
S & S LOGISTICS LLC,,,no,62.86,C,1,"Houston, TX",US PL S Houston Factory,
"Food For Life Baking Co., Inc.",,,no,62.86,C,1,"Corona, CA",US PL Ontario Factory,
Professional Packaging Systems / Quality Packaging,,,no,62.85,D,1,"Grand Prairie, TX",US PL Dallas 2 Factory,
Empress Packaging,,,no,62.85,D,1,"Pasadena, TX",US PL Pasadena Factory,
